type,title,director,country,release_year,age_rating,genre,rating,stars,votes,month_added,year_added,duration_min,seasons
TV Show,black spot,Not Given,France,2019,TV-MA,Crime TV Shows,7.4,Suliane Brahim,11502,6,2019,0,2
TV Show,answer for heaven,Not Given,Pakistan,2019,TV-MA,Crime TV Shows,6.5,,12,6,2019,0,1
TV Show,leila,Not Given,India,2019,TV-MA,British TV Shows,4.9,Huma Qureshi,8998,6,2019,0,1
TV Show,leila,Not Given,India,2019,TV-MA,British TV Shows,5.4,Deepa Mehta,311,6,2019,0,1
TV Show,leila,Not Given,India,2019,TV-MA,British TV Shows,5.5,Deepa Mehta,267,6,2019,0,1
TV Show,leila,Not Given,India,2019,TV-MA,British TV Shows,5.2,Shanker Raman,242,6,2019,0,1
TV Show,leila,Not Given,India,2019,TV-MA,British TV Shows,5.4,Shanker Raman,231,6,2019,0,1
TV Show,leila,Not Given,India,2019,TV-MA,British TV Shows,5.3,Pawan Kumar,240,6,2019,0,1
TV Show,leila,Not Given,India,2019,TV-MA,British TV Shows,5.2,Shanker Raman,238,6,2019,0,1
TV Show,marlon,Not Given,United States,2018,TV-14,TV Comedies,6.9,Marlon Wayans,4229,6,2019,0,2
TV Show,yankee,Not Given,Mexico,2019,TV-MA,Crime TV Shows,5.8,Pablo Lyle,722,6,2019,0,1
TV Show,yankee,Not Given,Mexico,2019,TV-MA,Crime TV Shows,5.8,Carlos Carrera,29,6,2019,0,1
TV Show,jinn,Not Given,Jordan,2019,TV-MA,International TV Shows,3.4,Salma Malhas,10184,6,2019,0,1
TV Show,jinn,Not Given,Jordan,2019,TV-MA,International TV Shows,4.1,Ajmal Zaheer Ahmad,4745,6,2019,0,1
TV Show,upin & ipin,Not Given,Malaysia,2011,TV-Y,Kids' TV,5.8,Nur Fathiah Diaz,366,6,2019,0,1
TV Show,designated survivor,Not Given,United States,2019,TV-MA,Crime TV Shows,7.5,Kiefer Sutherland,90424,6,2019,0,3
TV Show,super monsters monster pets,Not Given,United States,2019,TV-Y,Kids' TV,5.9,Sabrina Pitre,36,6,2019,0,1
TV Show,tales of the city,Not Given,United States,2019,TV-MA,TV Dramas,7.4,Laura Linney,8161,6,2019,0,1
TV Show,tales of the city,Not Given,United States,2019,TV-MA,TV Dramas,8.3,Olympia Dukakis,4085,6,2019,0,1
TV Show,black mirror,Not Given,United Kingdom,2019,TV-MA,British TV Shows,8.8,Daniel Lapaine,535782,6,2019,0,5
TV Show,black mirror,Not Given,United Kingdom,2019,TV-MA,British TV Shows,8.8,Daniel Lapaine,535785,6,2019,0,5
TV Show,arthdal chronicles,Not Given,South Korea,2019,TV-MA,International TV Shows,8.3,Song Joong-ki,4503,6,2019,0,1
TV Show,arthdal chronicles,Not Given,South Korea,2019,TV-MA,International TV Shows,8.0,Won Suk Kim,241,6,2019,0,1
TV Show,arthdal chronicles,Not Given,South Korea,2019,TV-MA,International TV Shows,8.6,Won Suk Kim,226,6,2019,0,1
TV Show,arthdal chronicles,Not Given,South Korea,2019,TV-MA,International TV Shows,8.3,Won Suk Kim,189,6,2019,0,1
TV Show,arthdal chronicles,Not Given,South Korea,2019,TV-MA,International TV Shows,8.6,Won Suk Kim,179,6,2019,0,1
TV Show,arthdal chronicles,Not Given,South Korea,2019,TV-MA,International TV Shows,8.5,Won Suk Kim,166,6,2019,0,1
TV Show,arthdal chronicles,Not Given,South Korea,2019,TV-MA,International TV Shows,8.5,Won Suk Kim,168,6,2019,0,1
TV Show,a thousand goodnights,Not Given,Taiwan,2019,TV-14,International TV Shows,8.0,Nicholas Teo,101,6,2019,0,1
TV Show,bad blood,Not Given,Canada,2019,TV-MA,Crime TV Shows,7.5,Kim Coates,9989,5,2019,0,2
TV Show,bad blood,Not Given,Canada,2019,TV-MA,Crime TV Shows,4.7,Adam Silver,439,5,2019,0,2
TV Show,the mechanism,Not Given,Brazil,2019,TV-MA,Crime TV Shows,8.0,Caroline Abras,36200,5,2019,0,2
TV Show,when they see us,Not Given,United States,2019,TV-MA,Crime TV Shows,8.9,Asante Blackk,119339,5,2019,0,1
TV Show,historical roasts,Not Given,United States,2019,TV-MA,Stand-Up Comedy & Talk Shows,5.4,Jeffrey Ross,1731,5,2019,0,1
TV Show,she's gotta have it,Not Given,United States,2018,TV-MA,Romantic TV Shows,6.8,DeWanda Wise,4751,5,2019,0,2
TV Show,prince of peoria,Not Given,United States,2019,TV-G,Kids' TV,5.9,Gavin Lewis,492,5,2019,0,2
TV Show,rosario tijeras,Not Given,Mexico,2018,TV-MA,Crime TV Shows,6.1,Bárbara de Regil,355,5,2019,0,2
TV Show,it's bruno!,Not Given,United States,2019,TV-MA,TV Comedies,7.4,Solvan Naim,2958,5,2019,0,1
TV Show,white gold,Not Given,United Kingdom,2019,TV-MA,British TV Shows,7.4,Ed Westwick,11485,5,2019,0,2
TV Show,revisions,Not Given,Japan,2018,TV-14,Anime Series,5.9,Bryce Papenbrook,623,5,2019,0,1
TV Show,kazoops!,Not Given,Australia,2017,TV-Y,Kids' TV,7.4,Teresa Gallagher,124,5,2017,0,3
Movie,still laugh-in: the stars celebrate,Not Given,United States,2019,TV-MA,Comedies,5.2,Lily Tomlin,601,5,2019,61,0
TV Show,the defected,Not Given,China,2019,TV-14,Crime TV Shows,7.4,Ming Yeung,72,5,2019,0,1
TV Show,easy,Not Given,United States,2019,TV-MA,TV Comedies,6.9,Michael Chernus,13814,5,2019,0,3
TV Show,jailbirds,Not Given,Pakistan,2019,TV-MA,Docuseries,0.0,,0,5,2019,0,1
TV Show,the society,Not Given,United States,2019,TV-MA,TV Dramas,7.1,Kathryn Newton,29809,5,2019,0,1
TV Show,the society,Not Given,United States,2019,TV-MA,TV Dramas,7.2,Tara Nicole Weyr,823,5,2019,0,1
TV Show,abyss,Not Given,South Korea,2019,TV-14,Crime TV Shows,7.1,Park Bo-young,2446,5,2019,0,1
TV Show,the writer,Not Given,Lebanon,2019,TV-14,Crime TV Shows,6.6,Basel Khayyat,312,5,2019,0,1
TV Show,flinch,Not Given,United Kingdom,2019,TV-PG,Reality TV,4.3,Seann Walsh,732,5,2019,0,1
TV Show,tuca & bertie,Not Given,United States,2019,TV-MA,TV Comedies,7.3,Tiffany Haddish,7337,5,2019,0,1
TV Show,angel 'n' devil,Not Given,Taiwan,2014,TV-14,International TV Shows,5.2,Teddy Chen,45,4,2019,0,1
TV Show,hong kong west side stories,Not Given,Hong Kong,2018,TV-MA,International TV Shows,7.4,Louis Cheung,100,4,2019,0,1
TV Show,ingress: the animation,Not Given,Japan,2018,TV-MA,Anime Series,6.5,Laura Bailey,542,4,2019,0,1
TV Show,chambers,Not Given,United States,2019,TV-MA,TV Horror,6.4,Sivan Alyra Rose,8615,4,2019,0,1
TV Show,ko one,Not Given,Taiwan,2005,TV-MA,International TV Shows,5.6,Hao-Ming Chang,91,4,2019,0,1
TV Show,lunatics,Not Given,Australia,2019,TV-MA,International TV Shows,6.5,Chris Lilley,3224,4,2019,0,1
TV Show,lunatics,Not Given,Australia,2019,TV-MA,International TV Shows,7.2,Chris Lilley,92,4,2019,0,1
TV Show,lunatics,Not Given,Australia,2019,TV-MA,International TV Shows,6.6,Chris Lilley,130,4,2019,0,1
TV Show,lunatics,Not Given,Australia,2019,TV-MA,International TV Shows,7.3,Chris Lilley,79,4,2019,0,1
TV Show,lunatics,Not Given,Australia,2019,TV-MA,International TV Shows,7.5,Chris Lilley,77,4,2019,0,1
TV Show,lunatics,Not Given,Australia,2019,TV-MA,International TV Shows,7.4,Chris Lilley,70,4,2019,0,1
TV Show,lunatics,Not Given,Australia,2019,TV-MA,International TV Shows,7.3,Chris Lilley,68,4,2019,0,1
TV Show,lunatics,Not Given,Australia,2019,TV-MA,International TV Shows,7.5,Chris Lilley,70,4,2019,0,1
TV Show,lunatics,Not Given,Australia,2019,TV-MA,International TV Shows,7.2,Chris Lilley,66,4,2019,0,1
TV Show,lunatics,Not Given,Australia,2019,TV-MA,International TV Shows,7.7,Chris Lilley,69,4,2019,0,1
TV Show,lunatics,Not Given,Australia,2019,TV-MA,International TV Shows,7.5,Chris Lilley,68,4,2019,0,1
TV Show,rilakkuma and kaoru,Not Given,Japan,2019,TV-PG,Anime Series,8.2,Veronica Taylor,1680,4,2019,0,1
TV Show,samantha!,Not Given,Brazil,2019,TV-MA,International TV Shows,6.6,Emanuelle Araújo,518,4,2019,0,2
TV Show,crazy ex-girlfriend,Not Given,United States,2019,TV-MA,Romantic TV Shows,7.8,Rachel Bloom,20397,4,2019,0,4
Movie,francesco de carlo: cose di questo mondo,Not Given,Italy,2019,TV-MA,Stand-Up Comedy,6.3,Francesco Imperato,112,4,2019,61,0
TV Show,huge in france,Not Given,United States,2019,TV-MA,TV Comedies,6.8,Gad Elmaleh,2877,4,2019,0,1
TV Show,you vs. wild,Not Given,United States,2019,TV-PG,Kids' TV,6.6,Bear Grylls,2641,4,2019,0,1
TV Show,you vs. wild,Not Given,United States,2019,TV-PG,Kids' TV,6.5,Ben Simms,228,4,2019,0,1
TV Show,you vs. wild,Not Given,United States,2019,TV-PG,Kids' TV,6.6,Ben Simms,173,4,2019,0,1
TV Show,you vs. wild,Not Given,United States,2019,TV-PG,Kids' TV,6.9,Ben Simms,130,4,2019,0,1
TV Show,you vs. wild,Not Given,United States,2019,TV-PG,Kids' TV,7.1,Ben Simms,103,4,2019,0,1
TV Show,you vs. wild,Not Given,United States,2019,TV-PG,Kids' TV,7.0,Ben Simms,102,4,2019,0,1
TV Show,you vs. wild,Not Given,United States,2019,TV-PG,Kids' TV,7.2,Ben Simms,96,4,2019,0,1
TV Show,you vs. wild,Not Given,United States,2019,TV-PG,Kids' TV,6.9,Ben Simms,99,4,2019,0,1
TV Show,you vs. wild,Not Given,United States,2019,TV-PG,Kids' TV,7.1,Ben Simms,90,4,2019,0,1
TV Show,time: the kalief browder story,Not Given,United States,2017,TV-MA,Docuseries,8.5,Jay-Z,2717,4,2019,0,1
TV Show,derek,Not Given,United Kingdom,2015,TV-MA,British TV Shows,8.1,Ricky Gervais,32985,4,2019,0,3
TV Show,quicksand,Not Given,Sweden,2019,TV-MA,Crime TV Shows,7.4,Hanna Ardéhn,21927,4,2019,0,1
TV Show,rimba racer,Not Given,Malaysia,2017,TV-PG,Kids' TV,8.3,Steven Tan,77,4,2019,0,1
TV Show,tijuana,Not Given,Mexico,2019,TV-MA,Crime TV Shows,7.0,Damián Alcázar,337,4,2019,0,1
TV Show,"that winter, the wind blows",Not Given,South Korea,2013,TV-MA,International TV Shows,7.6,Jung-Hyun Han,1889,4,2019,0,1
TV Show,ultraman,Not Given,United States,2019,TV-14,Anime Series,6.8,Josh Hutcherson,2116,4,2019,0,1
TV Show,ultraman,Not Given,United States,2019,TV-14,Anime Series,0.0,Shannon Tindle,0,4,2019,0,1
TV Show,ultraman,Not Given,United States,2019,TV-14,Anime Series,7.2,Shinji Aramaki,133,4,2019,0,1
TV Show,ultraman,Not Given,United States,2019,TV-14,Anime Series,7.0,Shinji Aramaki,115,4,2019,0,1
TV Show,ultraman,Not Given,United States,2019,TV-14,Anime Series,7.2,Shinji Aramaki,110,4,2019,0,1
TV Show,ultraman,Not Given,United States,2019,TV-14,Anime Series,6.9,Shinji Aramaki,104,4,2019,0,1
TV Show,ultraman,Not Given,United States,2019,TV-14,Anime Series,7.1,Shinji Aramaki,97,4,2019,0,1
TV Show,ultraman,Not Given,United States,2019,TV-14,Anime Series,7.1,Shinji Aramaki,92,4,2019,0,1
TV Show,ultraman,Not Given,United States,2019,TV-14,Anime Series,7.2,Shinji Aramaki,93,4,2019,0,1
TV Show,ultraman,Not Given,United States,2019,TV-14,Anime Series,7.2,Shinji Aramaki,88,4,2019,0,1
TV Show,ultraman,Not Given,United States,2019,TV-14,Anime Series,7.0,Shinji Aramaki,91,4,2019,0,1
TV Show,ultraman,Not Given,United States,2019,TV-14,Anime Series,7.3,Shinji Aramaki,88,4,2019,0,1
TV Show,ultraman,Not Given,United States,2019,TV-14,Anime Series,7.6,Shinji Aramaki,88,4,2019,0,1
TV Show,ultraman,Not Given,United States,2019,TV-14,Anime Series,8.3,Shinji Aramaki,101,4,2019,0,1
TV Show,osmosis,Not Given,France,2019,TV-MA,International TV Shows,5.8,Agathe Bonitzer,3070,3,2019,0,1
TV Show,santa clarita diet,Not Given,United States,2019,TV-MA,TV Comedies,7.8,Drew Barrymore,67529,3,2019,0,3
TV Show,traitors,Not Given,United Kingdom,2019,TV-MA,British TV Shows,6.6,Emma Appleton,3196,3,2019,0,1
TV Show,versailles,Not Given,France,2018,TV-MA,International TV Shows,7.9,George Blagden,16726,3,2019,0,3
TV Show,ainori love wagon: asian journey,Not Given,Japan,2018,TV-MA,International TV Shows,7.0,Becky,284,3,2019,0,2
TV Show,charlie's colorforms city,Not Given,United States,2019,TV-Y,Kids' TV,6.6,Jacob Soley,155,3,2019,0,1
TV Show,crime diaries: the candidate,Not Given,Mexico,2019,TV-MA,Crime TV Shows,7.5,Alberto Guerra,824,3,2019,0,1
TV Show,delhi crime,Not Given,India,2019,TV-MA,Crime TV Shows,8.5,Shefali Shah,22337,3,2019,0,1
TV Show,the oa,Not Given,United States,2019,TV-MA,TV Dramas,7.8,Brit Marling,104258,3,2019,0,2
TV Show,my husband won't fit,Not Given,Japan,2019,TV-MA,International TV Shows,6.7,Aoi Nakamura,835,3,2019,0,1
TV Show,if i hadn't met you,Not Given,Spain,2018,TV-MA,International TV Shows,7.5,Pablo Derqui,2491,3,2019,0,1
TV Show,robozuna,Not Given,United Kingdom,2018,TV-Y7,British TV Shows,6.7,Michael Obiora,96,3,2019,0,2
TV Show,turn up charlie,Not Given,United Kingdom,2019,TV-MA,British TV Shows,7.0,Idris Elba,7511,3,2019,0,1
TV Show,into the badlands,Not Given,United States,2018,TV-MA,TV Action & Adventure,7.9,Daniel Wu,46547,3,2019,0,3
TV Show,secret city,Not Given,Australia,2016,TV-MA,International TV Shows,7.4,Anna Torv,8223,3,2019,0,2
TV Show,a korean odyssey,Not Given,South Korea,2017,TV-MA,International TV Shows,8.0,Lee Seung-gi,4845,3,2019,0,1
TV Show,cricket fever: mumbai indians,Not Given,India,2019,TV-MA,Docuseries,7.3,Rohit Sharma,717,3,2019,0,1
TV Show,chef's table,Not Given,United States,2019,TV-MA,Docuseries,8.5,Massimo Bottura,15573,2,2019,0,6
TV Show,the big family cooking showdown,Not Given,United Kingdom,2018,TV-PG,British TV Shows,7.0,Angellica Bell,691,2,2019,0,2
TV Show,bangkok love stories: hey you!,Not Given,Pakistan,2018,TV-14,International TV Shows,6.5,Isariya Patharamanop,14,3,2019,0,1
TV Show,barbie dreamhouse adventures,Not Given,United States,2018,TV-Y,Kids' TV,6.7,America Young,555,2,2019,0,3
TV Show,iron ladies,Not Given,Taiwan,2018,TV-14,International TV Shows,6.2,Aviis Zhong,55,2,2019,0,1
TV Show,the break,Not Given,Belgium,2018,TV-MA,Crime TV Shows,7.6,Yoann Blanc,6554,2,2019,0,2
TV Show,one day at a time,Not Given,United States,2019,TV-PG,TV Comedies,8.1,Justina Machado,16483,2,2019,0,3
TV Show,hidden worlds,Not Given,Egypt,2018,TV-14,Crime TV Shows,7.1,Nizar Nasser Seif,586,2,2019,0,1
TV Show,live,Not Given,South Korea,2018,TV-MA,Crime TV Shows,8.3,Jung Yu-mi,1323,2,2019,0,1
TV Show,live,Not Given,South Korea,2018,TV-MA,Crime TV Shows,5.9,Vlad Paunescu,236,2,2019,0,1
TV Show,safe,Not Given,United Kingdom,2018,TV-MA,British TV Shows,7.2,Michael C. Hall,43443,2,2019,0,1
TV Show,safe,Not Given,United Kingdom,2018,TV-MA,British TV Shows,6.5,Boaz Yakin,111025,2,2019,0,1
TV Show,violet evergarden,Not Given,Japan,2018,TV-14,Anime Series,8.4,Yui Ishikawa,21825,2,2019,0,1
TV Show,romance is a bonus book,Not Given,South Korea,2019,TV-14,International TV Shows,8.0,Lee Na-young,5552,2,2019,0,1
TV Show,littlest pet shop: a world of our own,Not Given,United States,2018,TV-Y7,Kids' TV,6.8,Diana Kaarina,102,2,2019,0,2
TV Show,russian doll,Not Given,United States,2019,TV-MA,TV Comedies,7.8,Natasha Lyonne,94732,2,2019,0,1
TV Show,russian doll,Not Given,United States,2019,TV-MA,TV Comedies,7.3,Natasha Lyonne,1200,2,2019,0,1
TV Show,russian doll,Not Given,United States,2019,TV-MA,TV Comedies,7.1,Alexander Buono,1001,2,2019,0,1
TV Show,russian doll,Not Given,United States,2019,TV-MA,TV Comedies,7.1,Natasha Lyonne,907,2,2019,0,1
TV Show,russian doll,Not Given,United States,2019,TV-MA,TV Comedies,7.2,Alexander Buono,849,2,2019,0,1
TV Show,russian doll,Not Given,United States,2019,TV-MA,TV Comedies,7.4,Alexander Buono,842,2,2019,0,1
TV Show,russian doll,Not Given,United States,2019,TV-MA,TV Comedies,7.7,Alexander Buono,869,2,2019,0,1
TV Show,russian doll,Not Given,United States,2019,TV-MA,TV Comedies,7.5,Natasha Lyonne,1027,2,2019,0,1
TV Show,sword art online alternative: gun gale online,Not Given,Japan,2018,TV-MA,Anime Series,6.8,Tomori Kusunoki,2395,2,2019,0,1
TV Show,z nation,Not Given,United States,2018,TV-MA,TV Action & Adventure,6.7,Russell Hodgkinson,36710,1,2019,0,5
TV Show,black earth rising,Not Given,United Kingdom,2018,TV-MA,British TV Shows,7.4,John Goodman,4982,1,2019,0,1
TV Show,examination of conscience,Not Given,Spain,2019,TV-MA,Crime TV Shows,7.8,,439,1,2019,0,1
Movie,polar,Not Given,United States,2019,TV-MA,Action & Adventure,6.3,Jonas Åkerlund,89645,1,2019,119,0
TV Show,conversations with a killer: the ted bundy tapes,Not Given,United States,2019,TV-MA,Crime TV Shows,7.7,Stephen Michaud,29416,1,2019,0,1
Movie,close,Not Given,United Kingdom,2019,TV-MA,Action & Adventure,5.7,Vicky Jewson,24999,1,2019,95,0
TV Show,the world's most extraordinary homes,Not Given,United Kingdom,2019,TV-G,British TV Shows,7.5,Caroline Quentin,3501,1,2019,0,3
TV Show,la grande chaumière violette,Not Given,Taiwan,2016,TV-14,International TV Shows,8.6,Eli Shih,16,1,2019,0,1
TV Show,friends from college,Not Given,United States,2019,TV-MA,Romantic TV Shows,6.9,Keegan-Michael Key,21028,1,2019,0,2
TV Show,hardy bucks,Not Given,Ireland,2018,TV-MA,TV Comedies,8.3,Owen Colgan,869,1,2019,0,4
TV Show,when heroes fly,Not Given,Israel,2018,TV-MA,International TV Shows,7.1,Tomer Capone,3241,1,2019,0,1
TV Show,a series of unfortunate events,Not Given,United States,2019,TV-PG,Kids' TV,7.8,Neil Patrick Harris,60640,1,2019,0,3
TV Show,comedians of the world,Not Given,United States,2019,TV-MA,Stand-Up Comedy & Talk Shows,6.5,Thiago Ventura,465,1,2019,0,13
Movie,gina yashere: skinny b*tch,Not Given,United Kingdom,2008,TV-MA,Stand-Up Comedy,6.5,Paul M. Green,87,12,2018,58,0
TV Show,in family we trust,Not Given,Thailand,2018,TV-MA,Crime TV Shows,8.3,Sopitnapa Dabbaransi,456,12,2018,0,1
Movie,black mirror: bandersnatch,Not Given,United States,2018,TV-MA,Dramas,7.1,David Slade,126454,12,2018,312,0
TV Show,hashoter hatov,Not Given,Israel,2015,TV-MA,Crime TV Shows,7.5,Yuval Semo,392,12,2018,0,1
TV Show,murder mountain,Not Given,United States,2018,TV-MA,Crime TV Shows,6.8,Billy Honsal,3206,12,2018,0,1
TV Show,becoming champions,Not Given,Mexico,2018,TV-G,Docuseries,6.6,,412,8,2018,0,1
TV Show,selection day,Not Given,India,2018,TV-14,International TV Shows,7.3,Rajesh Tailang,2264,12,2018,0,1
TV Show,way back into love,Not Given,Taiwan,2011,TV-14,International TV Shows,7.6,Ray Chang,21,12,2018,0,1
TV Show,7 days out,Not Given,United States,2018,TV-PG,Docuseries,6.8,Karl Lagerfeld,561,12,2018,0,1
TV Show,last hope,Not Given,Japan,2018,TV-14,Anime Series,5.8,Robbie Daymond,441,12,2018,0,2
TV Show,perfume,Not Given,Germany,2018,TV-MA,Crime TV Shows,7.0,Friederike Becht,9042,12,2018,0,1
TV Show,sirius the jaeger,Not Given,Japan,2018,TV-MA,Anime Series,6.8,Yûto Uemura,1984,12,2018,0,1
TV Show,wolf,Not Given,Turkey,2018,TV-MA,International TV Shows,8.0,Ahu Türkpençe,7602,12,2018,0,1
TV Show,ashes of love,Not Given,China,2018,TV-14,International TV Shows,8.3,Zi Yang,2076,12,2018,0,1
TV Show,flowers,Not Given,United Kingdom,2018,TV-MA,British TV Shows,8.1,Sophia Di Martino,5734,12,2018,0,2
TV Show,demon's path,Not Given,Pakistan,2018,TV-14,Crime TV Shows,3.2,Kwok-Pong Chan,64,12,2018,0,1
TV Show,hymn of death,Not Given,South Korea,2018,TV-14,International TV Shows,7.6,Lee Jong-Suk,1288,12,2018,0,1
TV Show,the fix,Not Given,United States,2018,TV-MA,TV Comedies,7.0,Jimmy Carr,1986,12,2018,0,1
TV Show,the innocent man,Not Given,United States,2018,TV-MA,Crime TV Shows,7.3,Heather McPhaul,6032,12,2018,0,1
TV Show,tidelands,Not Given,Australia,2018,TV-MA,Crime TV Shows,6.8,Charlotte Best,8030,12,2018,0,1
TV Show,travelers,Not Given,Canada,2018,TV-MA,Crime TV Shows,8.0,Eric McCormack,56239,12,2018,0,3
TV Show,voltron: legendary defender,Not Given,United States,2018,TV-Y7,Kids' TV,8.1,Jeremy Shada,8942,12,2018,0,8
TV Show,dogs of berlin,Not Given,Germany,2018,TV-MA,Crime TV Shows,7.5,Felix Kramer,12808,12,2018,0,1
TV Show,neo yokio,Not Given,United States,2018,TV-MA,TV Comedies,5.9,Jude Law,3416,12,2018,0,2
TV Show,memories of the alhambra,Not Given,South Korea,2018,TV-MA,Crime TV Shows,7.8,Park Shin-Hye,5723,12,2018,0,1
Movie,roll with me,Not Given,United States,2017,TV-MA,Documentaries,8.2,Lisa France,99,12,2018,90,0
TV Show,1983,Not Given,Poland,2018,TV-MA,Crime TV Shows,6.7,Robert Wieckiewicz,4208,11,2018,0,1
TV Show,death by magic,Not Given,United States,2018,TV-PG,Reality TV,6.1,Troy Dillinger,656,11,2018,0,1
TV Show,spy kids: mission critical,Not Given,United States,2018,TV-Y7,Kids' TV,4.7,Nicholas Coombe,395,11,2018,0,2
TV Show,bumping mics with jeff ross & dave attell,Not Given,United States,2018,TV-MA,Stand-Up Comedy & Talk Shows,7.7,Jeffrey Ross,1220,11,2018,0,1
TV Show,minecraft: story mode,Not Given,United States,2015,TV-PG,Kids' TV,5.6,Patton Oswalt,400,11,2018,0,1
TV Show,frontier,Not Given,Canada,2018,TV-MA,International TV Shows,7.1,Jason Momoa,21360,11,2018,0,3
TV Show,fugitiva,Not Given,Spain,2018,TV-MA,Crime TV Shows,5.6,Paz Vega,677,11,2018,0,1
TV Show,sick note,Not Given,United Kingdom,2018,TV-MA,British TV Shows,6.8,Rupert Grint,7690,11,2018,0,2
TV Show,the final table,Not Given,United States,2018,TV-PG,Reality TV,7.6,Andrew Knowlton,4255,11,2018,0,1
TV Show,la doña,Not Given,United States,2016,TV-14,Spanish-Language TV Shows,6.9,Aracely Arámbula,636,11,2018,0,1
TV Show,ponysitters club,Not Given,Canada,2018,TV-G,Kids' TV,5.8,Morgan Neundorf,117,11,2018,0,2
Movie,the princess switch,Not Given,United States,2018,TV-G,Children & Family Movies,6.0,Mike Rohl,28116,11,2018,102,0
TV Show,vai anitta,Not Given,Brazil,2018,TV-MA,Docuseries,5.5,Anitta,464,11,2018,0,1
TV Show,warrior,Not Given,Denmark,2018,TV-MA,Crime TV Shows,7.8,,25,11,2018,0,1
TV Show,medal of honor,Not Given,United States,2018,TV-MA,Docuseries,8.2,Josh Charles,1742,11,2018,0,1
TV Show,super drags,Not Given,Brazil,2018,TV-MA,International TV Shows,5.4,Willam Belli,1799,11,2018,0,1
TV Show,baby ballroom,Not Given,United Kingdom,2018,TV-MA,British TV Shows,7.7,Kim Hillyard,210,7,2018,0,2
TV Show,treehouse detectives,Not Given,South Korea,2018,TV-Y,Kids' TV,7.8,Philece Sampler,92,11,2018,0,2
TV Show,westside,Not Given,United States,2018,TV-MA,Reality TV,6.2,Taz Zavala,167,11,2018,0,1
TV Show,damnation,Not Given,United States,2017,TV-MA,Crime TV Shows,7.6,Logan Marshall-Green,8449,11,2018,0,1
