type,title,director,country,release_year,age_rating,genre,rating,stars,votes,month_added,year_added,duration_min,seasons
TV Show,"breakfast, lunch & dinner",Not Given,United States,2019,TV-MA,Docuseries,7.5,Melih Korkmaz,136,10,2019,0,1
TV Show,"breakfast, lunch & dinner",Not Given,United States,2019,TV-MA,Docuseries,6.7,Blake Davis,86,10,2019,0,1
TV Show,"breakfast, lunch & dinner",Not Given,United States,2019,TV-MA,Docuseries,6.2,Dara Horenblas,66,10,2019,0,1
TV Show,"breakfast, lunch & dinner",Not Given,United States,2019,TV-MA,Docuseries,7.4,Melih Korkmaz,70,10,2019,0,1
TV Show,interior design masters,Not Given,United Kingdom,2019,TV-PG,British TV Shows,6.5,Michelle Ogundehin,1452,10,2019,0,1
TV Show,mighty little bheem: diwali,Not Given,India,2019,TV-Y,Kids' TV,8.2,,35,10,2019,0,1
TV Show,spirit riding free: pony tales,Not Given,United States,2019,TV-Y7,Kids' TV,6.8,Amber Frank,95,10,2019,0,2
TV Show,toon,Not Given,Netherlands,2017,TV-MA,International TV Shows,7.6,Joep Vermolen,907,10,2019,0,2
TV Show,chosen,Not Given,China,2019,TV-14,Crime TV Shows,4.5,Malaika Mosendane,1324,10,2019,0,2
TV Show,chosen,Not Given,China,2019,TV-14,Crime TV Shows,5.2,Blue Cheng-Lung Lan,126,10,2019,0,2
TV Show,the unlisted,Not Given,Australia,2019,TV-PG,Kids' TV,6.5,Vrund Rao,1005,10,2019,0,1
TV Show,another miss oh,Not Given,South Korea,2016,TV-MA,International TV Shows,7.8,Eric Moon,1932,10,2019,0,1
TV Show,second 20s,Not Given,South Korea,2015,TV-14,International TV Shows,7.6,Choi Ji-woo,354,10,2019,0,1
TV Show,the lies within,Not Given,South Korea,2019,TV-14,Crime TV Shows,7.0,Lee Min-ki,397,10,2019,0,1
TV Show,insatiable,Not Given,United States,2019,TV-MA,TV Comedies,6.5,Dallas Roberts,28595,10,2019,0,2
TV Show,rhythm + flow,Not Given,United States,2019,TV-MA,Reality TV,7.6,Cardi B,1622,10,2019,0,1
TV Show,rhythm + flow,Not Given,United States,2019,TV-MA,Reality TV,7.8,Sam Wrench,95,10,2019,0,1
TV Show,rhythm + flow,Not Given,United States,2019,TV-MA,Reality TV,7.1,Sam Wrench,82,10,2019,0,1
TV Show,rhythm + flow,Not Given,United States,2019,TV-MA,Reality TV,7.4,Sam Wrench,80,10,2019,0,1
TV Show,rhythm + flow,Not Given,United States,2019,TV-MA,Reality TV,8.3,Sam Wrench,80,10,2019,0,1
TV Show,rhythm + flow,Not Given,United States,2019,TV-MA,Reality TV,7.8,Sam Wrench,60,10,2019,0,1
TV Show,rhythm + flow,Not Given,United States,2019,TV-MA,Reality TV,8.0,Sam Wrench,59,10,2019,0,1
TV Show,rhythm + flow,Not Given,United States,2019,TV-MA,Reality TV,8.6,Sam Wrench,59,10,2019,0,1
TV Show,rhythm + flow,Not Given,United States,2019,TV-MA,Reality TV,9.0,Sam Wrench,71,10,2019,0,1
TV Show,rhythm + flow,Not Given,United States,2019,TV-MA,Reality TV,7.4,Iren Brown,66,10,2019,0,1
TV Show,rhythm + flow,Not Given,United States,2019,TV-MA,Reality TV,8.2,Iren Brown,74,10,2019,0,1
Movie,the spooky tale of captain underpants hack-a-ween,Not Given,United States,2019,TV-Y7,Children & Family Movies,5.9,Nat Faxon,217,10,2019,46,0
TV Show,legend quest: masters of myth,Not Given,Mexico,2019,TV-Y7,Kids' TV,7.4,Johnny Rose,132,10,2019,0,1
TV Show,my country: the new age,Not Given,South Korea,2019,TV-14,International TV Shows,8.2,Yang Se-Jong,1961,10,2019,0,1
Movie,a plastic ocean,Not Given,United Kingdom,2016,TV-14,Documentaries,7.9,Craig Leeson,3092,10,2019,100,0
TV Show,creeped out,Not Given,United Kingdom,2019,TV-PG,British TV Shows,6.6,Victoria Diamond,1938,10,2019,0,2
TV Show,peaky blinders,Not Given,United Kingdom,2019,TV-MA,British TV Shows,8.8,Cillian Murphy,531058,10,2019,0,5
TV Show,peaky blinders,Not Given,United Kingdom,2019,TV-MA,British TV Shows,8.8,Anthony Byrne,10115,10,2019,0,5
TV Show,raising dion,Not Given,United States,2019,TV-PG,Kids' TV,7.1,Alisha Wainwright,15055,10,2019,0,1
TV Show,rotten,Not Given,United States,2019,TV-MA,Docuseries,7.2,Latif Nasser,3797,10,2019,0,2
TV Show,seis manos,Not Given,United States,2019,TV-MA,Anime Series,7.1,Danny Trejo,1644,10,2019,0,1
TV Show,living undocumented,Not Given,United States,2019,TV-MA,Docuseries,6.7,,586,10,2019,0,1
TV Show,living undocumented,Not Given,United States,2019,TV-MA,Docuseries,6.2,Anna Chai,42,10,2019,0,1
TV Show,living undocumented,Not Given,United States,2019,TV-MA,Docuseries,6.3,Anna Chai,34,10,2019,0,1
TV Show,living undocumented,Not Given,United States,2019,TV-MA,Docuseries,5.9,Anna Chai,31,10,2019,0,1
TV Show,living undocumented,Not Given,United States,2019,TV-MA,Docuseries,5.9,Anna Chai,30,10,2019,0,1
TV Show,living undocumented,Not Given,United States,2019,TV-MA,Docuseries,5.9,Anna Chai,32,10,2019,0,1
TV Show,chicago typewriter,Not Given,South Korea,2017,TV-14,International TV Shows,8.3,Yoo Ah-in,1796,10,2019,0,1
TV Show,college romance,Not Given,India,2018,TV-MA,International TV Shows,8.4,Apoorva Arora,26513,10,2019,0,1
TV Show,engineering girls,Not Given,India,2018,TV-MA,International TV Shows,6.8,Barkha Singh,1537,10,2019,0,1
TV Show,girls hostel,Not Given,India,2018,TV-MA,International TV Shows,7.9,Srishti Shrivastava,3952,10,2019,0,1
TV Show,inmates,Not Given,India,2017,TV-MA,International TV Shows,6.6,Ashish Verma,1290,10,2019,0,1
TV Show,miniforce x,Not Given,South Korea,2018,TV-Y7,Kids' TV,6.3,Connie Fernandez,21,10,2019,0,1
TV Show,the k2,Not Given,South Korea,2016,TV-14,International TV Shows,7.8,Ji Chang-Wook,6554,10,2019,0,1
TV Show,bard of blood,Not Given,India,2019,TV-MA,International TV Shows,6.8,Gurii,13114,9,2019,0,1
TV Show,el marginal,Not Given,Argentina,2019,TV-MA,Crime TV Shows,8.2,Nicolás Furtado,4115,9,2019,0,3
TV Show,el marginal,Not Given,Argentina,2019,TV-MA,Crime TV Shows,8.0,Alejandro Ciancio,70,9,2019,0,3
TV Show,el marginal,Not Given,Argentina,2019,TV-MA,Crime TV Shows,7.9,Alejandro Ciancio,66,9,2019,0,3
TV Show,el marginal,Not Given,Argentina,2019,TV-MA,Crime TV Shows,7.6,Alejandro Ciancio,58,9,2019,0,3
TV Show,el marginal,Not Given,Argentina,2019,TV-MA,Crime TV Shows,7.7,Alejandro Ciancio,58,9,2019,0,3
TV Show,el marginal,Not Given,Argentina,2019,TV-MA,Crime TV Shows,7.7,Alejandro Ciancio,63,9,2019,0,3
TV Show,el marginal,Not Given,Argentina,2019,TV-MA,Crime TV Shows,7.6,Alejandro Ciancio,62,9,2019,0,3
TV Show,el marginal,Not Given,Argentina,2019,TV-MA,Crime TV Shows,8.2,Alejandro Ciancio,64,9,2019,0,3
TV Show,el marginal,Not Given,Argentina,2019,TV-MA,Crime TV Shows,8.5,Alejandro Ciancio,73,9,2019,0,3
TV Show,abstract: the art of design,Not Given,United States,2019,TV-14,Docuseries,8.3,Platon,5492,9,2019,0,2
TV Show,glitch,Not Given,Australia,2019,TV-MA,International TV Shows,7.2,Patrick Brammall,18276,9,2019,0,3
TV Show,glitch,Not Given,Australia,2019,TV-MA,International TV Shows,0.0,Jeon Yeo-bin,0,9,2019,0,3
TV Show,vagabond,Not Given,South Korea,2019,TV-MA,International TV Shows,8.1,Lee Seung-gi,8368,9,2019,0,1
TV Show,vagabond,Not Given,South Korea,2019,TV-MA,International TV Shows,8.5,Yu In-sik,232,9,2019,0,1
TV Show,vagabond,Not Given,South Korea,2019,TV-MA,International TV Shows,8.4,Yu In-sik,184,9,2019,0,1
TV Show,vagabond,Not Given,South Korea,2019,TV-MA,International TV Shows,8.4,Yu In-sik,167,9,2019,0,1
TV Show,vagabond,Not Given,South Korea,2019,TV-MA,International TV Shows,8.6,Yu In-sik,158,9,2019,0,1
TV Show,vagabond,Not Given,South Korea,2019,TV-MA,International TV Shows,8.6,Yu In-sik,145,9,2019,0,1
TV Show,vagabond,Not Given,South Korea,2019,TV-MA,International TV Shows,8.8,Yu In-sik,156,9,2019,0,1
TV Show,vagabond,Not Given,South Korea,2019,TV-MA,International TV Shows,8.5,Yu In-sik,140,9,2019,0,1
TV Show,vagabond,Not Given,South Korea,2019,TV-MA,International TV Shows,8.8,Yu In-sik,141,9,2019,0,1
TV Show,vagabond,Not Given,South Korea,2019,TV-MA,International TV Shows,8.7,Yu In-sik,131,9,2019,0,1
TV Show,vagabond,Not Given,South Korea,2019,TV-MA,International TV Shows,8.8,Yu In-sik,139,9,2019,0,1
TV Show,vagabond,Not Given,South Korea,2019,TV-MA,International TV Shows,8.6,Yu In-sik,135,9,2019,0,1
TV Show,vagabond,Not Given,South Korea,2019,TV-MA,International TV Shows,9.3,Yu In-sik,187,9,2019,0,1
TV Show,vagabond,Not Given,South Korea,2019,TV-MA,International TV Shows,8.6,Yu In-sik,122,9,2019,0,1
TV Show,vagabond,Not Given,South Korea,2019,TV-MA,International TV Shows,8.3,Yu In-sik,119,9,2019,0,1
TV Show,vagabond,Not Given,South Korea,2019,TV-MA,International TV Shows,8.7,Yu In-sik,128,9,2019,0,1
TV Show,vagabond,Not Given,South Korea,2019,TV-MA,International TV Shows,7.8,Yu In-sik,169,9,2019,0,1
TV Show,criminal: germany,Not Given,Germany,2019,TV-MA,British TV Shows,7.6,Eva Meckbach,5290,9,2019,0,1
TV Show,fastest car,Not Given,United States,2019,TV-MA,Reality TV,7.1,Elias,1351,9,2019,0,2
TV Show,inside bill's brain: decoding bill gates,Not Given,United States,2019,TV-14,Docuseries,7.8,Bill Gates,11017,9,2019,0,1
TV Show,inside bill's brain: decoding bill gates,Not Given,United States,2019,TV-14,Docuseries,7.9,Bill Gates,517,9,2019,0,1
TV Show,inside bill's brain: decoding bill gates,Not Given,United States,2019,TV-14,Docuseries,7.9,Alex Bueermann,455,9,2019,0,1
TV Show,inside bill's brain: decoding bill gates,Not Given,United States,2019,TV-14,Docuseries,7.9,Bill Gates,415,9,2019,0,1
TV Show,kabaneri of the iron fortress: the battle of unato,Not Given,Japan,2019,TV-MA,Anime Series,6.7,Tetsurô Araki,1283,9,2019,0,1
TV Show,marianne,Not Given,France,2019,TV-MA,International TV Shows,7.4,Victoire Du Bois,15438,9,2019,0,1
TV Show,marianne,Not Given,France,2019,TV-MA,International TV Shows,7.7,Samuel Bodin,822,9,2019,0,1
TV Show,marianne,Not Given,France,2019,TV-MA,International TV Shows,7.2,Samuel Bodin,668,9,2019,0,1
TV Show,marianne,Not Given,France,2019,TV-MA,International TV Shows,7.5,Samuel Bodin,595,9,2019,0,1
TV Show,marianne,Not Given,France,2019,TV-MA,International TV Shows,7.7,Samuel Bodin,555,9,2019,0,1
TV Show,marianne,Not Given,France,2019,TV-MA,International TV Shows,8.1,Samuel Bodin,563,9,2019,0,1
TV Show,marianne,Not Given,France,2019,TV-MA,International TV Shows,7.7,Samuel Bodin,500,9,2019,0,1
TV Show,marianne,Not Given,France,2019,TV-MA,International TV Shows,7.5,Samuel Bodin,484,9,2019,0,1
TV Show,marianne,Not Given,France,2019,TV-MA,International TV Shows,7.7,Samuel Bodin,503,9,2019,0,1
TV Show,unbelievable,Not Given,United States,2019,TV-MA,Crime TV Shows,8.4,Kaitlyn Dever,100699,9,2019,0,1
TV Show,the i-land,Not Given,United States,2019,TV-MA,TV Action & Adventure,4.6,Natalie Martinez,17707,9,2019,0,1
TV Show,"the mind, explained",Not Given,United States,2019,TV-14,Docuseries,8.0,Emma Stone,5404,9,2019,0,1
TV Show,"the mind, explained",Not Given,United States,2019,TV-14,Docuseries,7.7,Emma Stone,450,9,2019,0,1
TV Show,"the mind, explained",Not Given,United States,2019,TV-14,Docuseries,7.6,Emma Stone,385,9,2019,0,1
TV Show,"the mind, explained",Not Given,United States,2019,TV-14,Docuseries,7.7,Emma Stone,363,9,2019,0,1
TV Show,"the mind, explained",Not Given,United States,2019,TV-14,Docuseries,7.7,Emma Stone,352,9,2019,0,1
TV Show,"the mind, explained",Not Given,United States,2019,TV-14,Docuseries,8.0,Emma Stone,371,9,2019,0,1
TV Show,the spy,Not Given,France,2019,TV-MA,International TV Shows,7.9,Sacha Baron Cohen,42038,9,2019,0,1
Movie,american factory: a conversation with the obamas,Not Given,United States,2019,TV-G,Documentaries,5.1,Steven Bognar,304,9,2019,10,0
TV Show,moving art,Not Given,United States,2018,TV-G,Docuseries,8.6,,468,9,2019,0,3
TV Show,luo bao bei,Not Given,China,2018,TV-Y,British TV Shows,8.2,Hana Burnett,37,8,2019,0,1
TV Show,criminal: france,Not Given,Pakistan,2019,TV-MA,Crime TV Shows,7.2,Margot Bancilhon,4140,9,2019,0,1
TV Show,the dark crystal: age of resistance,Not Given,United Kingdom,2019,TV-PG,TV Action & Adventure,8.4,Neil Sterenberg,24798,8,2019,0,1
TV Show,the good bandit,Not Given,Colombia,2018,TV-MA,Crime TV Shows,7.8,Ana María Arango,102,8,2019,0,1
TV Show,million pound menu,Not Given,United Kingdom,2019,TV-MA,British TV Shows,6.6,Fred Sirieix,578,8,2019,0,2
TV Show,45 rpm,Not Given,Spain,2019,TV-MA,International TV Shows,7.2,Carlos Cuevas,521,8,2019,0,1
TV Show,apache: the life of carlos tevez,Not Given,Argentina,2019,TV-MA,Crime TV Shows,7.2,Balthazar Murillo,1650,8,2019,0,1
TV Show,better than us,Not Given,Russia,2019,TV-MA,Crime TV Shows,7.3,Paulina Andreeva,9027,8,2019,0,1
TV Show,diagnosis,Not Given,United States,2019,TV-14,Docuseries,7.7,Lisa Sanders,1137,8,2019,0,1
Movie,invader zim: enter the florpus,Not Given,South Korea,2019,TV-Y7,Children & Family Movies,7.4,Hae Young Jung,5882,8,2019,72,0
TV Show,mindhunter,Not Given,United States,2019,TV-MA,Crime TV Shows,8.6,Jonathan Groff,281506,8,2019,0,2
TV Show,the king's avatar,Not Given,China,2019,TV-MA,International TV Shows,8.2,Yang Yang,1191,8,2019,0,1
TV Show,victim number 8,Not Given,Spain,2018,TV-MA,International TV Shows,7.0,César Mateo,2066,8,2019,0,1
TV Show,cannon busters,Not Given,United States,2019,TV-MA,Anime Series,6.6,Stephanie Sheh,1234,8,2019,0,1
TV Show,cannon busters,Not Given,United States,2019,TV-MA,Anime Series,6.9,Ogie Banks,71,8,2019,0,1
TV Show,cannon busters,Not Given,United States,2019,TV-MA,Anime Series,7.0,John Eric Bentley,52,8,2019,0,1
TV Show,cannon busters,Not Given,United States,2019,TV-MA,Anime Series,7.1,John Eric Bentley,46,8,2019,0,1
TV Show,cannon busters,Not Given,United States,2019,TV-MA,Anime Series,7.2,Ogie Banks,45,8,2019,0,1
TV Show,cannon busters,Not Given,United States,2019,TV-MA,Anime Series,6.7,Kenny Blank,41,8,2019,0,1
TV Show,cannon busters,Not Given,United States,2019,TV-MA,Anime Series,7.2,Kenny Blank,38,8,2019,0,1
TV Show,cannon busters,Not Given,United States,2019,TV-MA,Anime Series,6.8,John Eric Bentley,35,8,2019,0,1
TV Show,cannon busters,Not Given,United States,2019,TV-MA,Anime Series,6.5,John Eric Bentley,34,8,2019,0,1
TV Show,cannon busters,Not Given,United States,2019,TV-MA,Anime Series,6.8,Kenny Blank,33,8,2019,0,1
TV Show,cannon busters,Not Given,United States,2019,TV-MA,Anime Series,7.2,Kenny Blank,36,8,2019,0,1
TV Show,cannon busters,Not Given,United States,2019,TV-MA,Anime Series,7.4,Kenny Blank,35,8,2019,0,1
TV Show,knightfall,Not Given,United States,2019,TV-MA,TV Dramas,6.8,Tom Cullen,20356,8,2019,0,2
TV Show,knightfall,Not Given,United States,2019,TV-MA,TV Dramas,8.4,Rick Jacobson,571,8,2019,0,2
TV Show,dc super hero girls,Not Given,United States,2019,TV-Y7,Kids' TV,7.1,Tara Strong,1338,8,2019,0,1
TV Show,glow,Not Given,United States,2019,TV-MA,TV Comedies,8.0,Alison Brie,46464,8,2019,0,3
TV Show,izombie,Not Given,United States,2019,TV-MA,TV Comedies,7.8,Rose McIver,67849,8,2019,0,5
TV Show,sintonia,Not Given,Brazil,2019,TV-MA,Crime TV Shows,6.6,Gabriela Mag,1223,8,2019,0,1
TV Show,bad guys,Not Given,South Korea,2014,TV-MA,Crime TV Shows,0.0,Chanya McClory,0,8,2019,0,1
TV Show,dollar,Not Given,Lebanon,2019,TV-MA,International TV Shows,6.6,Adel Karam,607,8,2019,0,1
TV Show,jane the virgin,Not Given,United States,2019,TV-14,Romantic TV Shows,7.9,Gina Rodriguez,50019,8,2019,0,5
TV Show,misaeng,Not Given,South Korea,2014,TV-MA,International TV Shows,8.5,Si-wan Yim,2050,8,2019,0,1
TV Show,oh my ghost,Not Given,South Korea,2015,TV-MA,International TV Shows,6.5,Arak Amornsupasiri,124,8,2019,0,1
TV Show,wu assassins,Not Given,United States,2019,TV-MA,TV Action & Adventure,6.4,Iko Uwais,13186,8,2019,0,1
TV Show,no good nick,Not Given,United States,2019,TV-PG,Kids' TV,5.9,Siena Agudong,3039,8,2019,0,2
TV Show,basketball or nothing,Not Given,United States,2019,TV-PG,Docuseries,7.3,,634,8,2019,0,1
Movie,otherhood,Not Given,United Kingdom,2019,R,Comedies,6.1,Cindy Chupack,11393,8,2019,101,0
TV Show,sleepless society: nyctophobia,Not Given,Thailand,2019,TV-MA,International TV Shows,5.8,Laila Boonyasak,49,8,2019,0,1
TV Show,the letdown,Not Given,Australia,2019,TV-MA,International TV Shows,7.4,Alison Bell,3447,7,2019,0,2
TV Show,twelve forever,Not Given,United States,2019,TV-PG,Kids' TV,6.7,Jaylen Barron,705,7,2019,0,1
TV Show,my first first love,Not Given,South Korea,2019,TV-14,International TV Shows,7.5,Kang Tae-oh,2333,7,2019,0,2
TV Show,another life,Not Given,United States,2019,TV-MA,British TV Shows,5.2,Katee Sackhoff,35855,7,2019,0,1
TV Show,beat bugs,Not Given,Australia,2018,TV-Y,Kids' TV,7.6,Ashleigh Ball,526,7,2019,0,3
TV Show,sexy central,Not Given,Hong Kong,2019,TV-MA,International TV Shows,0.0,Jeana Ho,0,7,2019,0,1
TV Show,the epic tales of captain underpants,Not Given,United States,2019,TV-Y7,Kids' TV,6.6,Nat Faxon,954,7,2019,0,3
TV Show,typewriter,Not Given,India,2019,TV-MA,International TV Shows,6.5,Aarnaa Sharma,3957,7,2019,0,1
TV Show,typewriter,Not Given,India,2019,TV-MA,International TV Shows,6.9,Sujoy Ghosh,176,7,2019,0,1
TV Show,typewriter,Not Given,India,2019,TV-MA,International TV Shows,7.1,Sujoy Ghosh,152,7,2019,0,1
TV Show,typewriter,Not Given,India,2019,TV-MA,International TV Shows,7.4,Sujoy Ghosh,139,7,2019,0,1
TV Show,typewriter,Not Given,India,2019,TV-MA,International TV Shows,6.4,Sujoy Ghosh,139,7,2019,0,1
TV Show,typewriter,Not Given,India,2019,TV-MA,International TV Shows,7.4,Sujoy Ghosh,130,7,2019,0,1
TV Show,rookie historian goo hae-ryung,Not Given,South Korea,2019,TV-14,International TV Shows,8.1,Shin Se-Kyung,2152,7,2019,0,1
TV Show,pinky malinky,Not Given,United States,2019,TV-Y7,Kids' TV,5.5,Danny Jacobs,1061,7,2019,0,3
TV Show,unrequited love,Not Given,China,2019,TV-14,International TV Shows,7.0,Zhai Xiaowen,245,7,2019,0,1
TV Show,god eater,Not Given,Japan,2015,TV-14,Anime Series,6.9,Cherami Leigh,2034,7,2019,0,1
TV Show,3below: tales of arcadia,Not Given,United States,2019,TV-Y7,Kids' TV,7.7,Tatiana Maslany,6264,7,2019,0,2
TV Show,3below: tales of arcadia,Not Given,United States,2019,TV-Y7,Kids' TV,7.7,Andrew L. Schmidt,168,7,2019,0,2
TV Show,3below: tales of arcadia,Not Given,United States,2019,TV-Y7,Kids' TV,7.8,Johane Matte,165,7,2019,0,2
TV Show,3below: tales of arcadia,Not Given,United States,2019,TV-Y7,Kids' TV,7.4,Elaine Bogan,160,7,2019,0,2
TV Show,3below: tales of arcadia,Not Given,United States,2019,TV-Y7,Kids' TV,7.4,Andrew L. Schmidt,161,7,2019,0,2
TV Show,3below: tales of arcadia,Not Given,United States,2019,TV-Y7,Kids' TV,7.6,Elaine Bogan,163,7,2019,0,2
TV Show,3below: tales of arcadia,Not Given,United States,2019,TV-Y7,Kids' TV,7.0,Johane Matte,159,7,2019,0,2
TV Show,3below: tales of arcadia,Not Given,United States,2019,TV-Y7,Kids' TV,7.8,Andrew L. Schmidt,171,7,2019,0,2
TV Show,3below: tales of arcadia,Not Given,United States,2019,TV-Y7,Kids' TV,7.0,Johane Matte,158,7,2019,0,2
TV Show,3below: tales of arcadia,Not Given,United States,2019,TV-Y7,Kids' TV,8.1,Elaine Bogan,162,7,2019,0,2
TV Show,3below: tales of arcadia,Not Given,United States,2019,TV-Y7,Kids' TV,8.4,Rodrigo Blaas,168,7,2019,0,2
TV Show,3below: tales of arcadia,Not Given,United States,2019,TV-Y7,Kids' TV,8.4,Andrew L. Schmidt,162,7,2019,0,2
TV Show,3below: tales of arcadia,Not Given,United States,2019,TV-Y7,Kids' TV,8.3,Francisco Ruiz-Velasco,157,7,2019,0,2
TV Show,3below: tales of arcadia,Not Given,United States,2019,TV-Y7,Kids' TV,8.4,Rodrigo Blaas,177,7,2019,0,2
TV Show,one spring night,Not Given,South Korea,2019,TV-14,International TV Shows,7.9,Jung Hae-In,2726,7,2019,0,1
TV Show,free rein,Not Given,United States,2019,TV-G,British TV Shows,7.1,Freddy Carter,2145,7,2019,0,3
TV Show,the legend of white snake,Not Given,China,2019,TV-14,International TV Shows,7.3,Jingyi Ju,244,7,2019,0,1
TV Show,stranger things,Not Given,United States,2019,TV-14,TV Horror,8.7,Millie Bobby Brown,1149889,7,2019,0,3
TV Show,stranger things,Not Given,United States,2019,TV-14,TV Horror,8.1,Matt Duffer,20825,7,2019,0,3
TV Show,stranger things,Not Given,United States,2019,TV-14,TV Horror,8.1,Matt Duffer,18101,7,2019,0,3
TV Show,stranger things,Not Given,United States,2019,TV-14,TV Horror,8.3,Shawn Levy,17417,7,2019,0,3
TV Show,stranger things,Not Given,United States,2019,TV-14,TV Horror,9.4,Shawn Levy,32816,7,2019,0,3
TV Show,stranger things,Not Given,United States,2019,TV-14,TV Horror,8.1,Nimród Antal,16606,7,2019,0,3
TV Show,stranger things,Not Given,United States,2019,TV-14,TV Horror,8.5,Nimród Antal,16937,7,2019,0,3
TV Show,stranger things,Not Given,United States,2019,TV-14,TV Horror,9.6,Matt Duffer,36276,7,2019,0,3
TV Show,stranger things,Not Given,United States,2019,TV-14,TV Horror,8.6,Matt Duffer,18702,7,2019,0,3
TV Show,stranger things,Not Given,United States,2019,TV-14,TV Horror,8.7,Millie Bobby Brown,1149902,7,2019,0,3
TV Show,the last czars,Not Given,United States,2019,TV-MA,Docuseries,7.3,Robert Jack,8408,7,2019,0,1
TV Show,yummy mummies,Not Given,Australia,2019,TV-MA,International TV Shows,4.0,,688,7,2019,0,2
TV Show,paquita salas,Not Given,Spain,2018,TV-MA,International TV Shows,8.0,Brays Efe,3240,6,2019,0,3
TV Show,bangkok love stories: objects of affection,Not Given,Thailand,2019,TV-14,International TV Shows,5.8,Apinya Sakuljaroensuk,30,7,2019,0,1
TV Show,bangkok love stories: plead,Not Given,Thailand,2019,TV-14,International TV Shows,7.3,Chanon Santinatornkul,59,7,2019,0,1
TV Show,designated survivor: 60 days,Not Given,South Korea,2019,TV-14,International TV Shows,8.1,Jin-hee Ji,1326,7,2019,0,1
TV Show,molang,Not Given,France,2015,TV-Y,Kids' TV,8.4,Bruno Guéraçague,392,7,2019,0,1
TV Show,rabbids invasion,Not Given,France,2018,TV-Y7,Kids' TV,5.3,Bill Farmer,1975,7,2019,0,1
TV Show,scare tactics,Not Given,United States,2011,TV-MA,Reality TV,6.7,Shannen Doherty,2531,6,2019,0,2
TV Show,dope,Not Given,United States,2019,TV-MA,Crime TV Shows,7.3,Ronan Summers,1687,6,2019,0,3
TV Show,exhibit a,Not Given,United States,2019,TV-MA,Crime TV Shows,6.3,Martin Grime,1087,6,2019,0,1
TV Show,exhibit a,Not Given,United States,2019,TV-MA,Crime TV Shows,6.3,Kelly Loudenberg,117,6,2019,0,1
TV Show,exhibit a,Not Given,United States,2019,TV-MA,Crime TV Shows,6.6,Kelly Loudenberg,82,6,2019,0,1
TV Show,exhibit a,Not Given,United States,2019,TV-MA,Crime TV Shows,6.0,Kelly Loudenberg,76,6,2019,0,1
TV Show,exhibit a,Not Given,United States,2019,TV-MA,Crime TV Shows,6.8,Kelly Loudenberg,66,6,2019,0,1
TV Show,instant hotel,Not Given,Australia,2019,TV-MA,International TV Shows,7.3,Juliet Ashworth,1578,6,2019,0,2
TV Show,motown magic,Not Given,Australia,2019,TV-Y,Kids' TV,7.9,Avia Fields,295,6,2019,0,2
TV Show,forest of piano,Not Given,Japan,2019,TV-14,Anime Series,7.2,Johnny Yong Bosch,937,6,2019,0,2
TV Show,go! live your way,Not Given,Argentina,2019,TV-PG,Kids' TV,6.8,Pilar Pascual,663,6,2019,0,2
TV Show,go! live your way,Not Given,Argentina,2019,TV-PG,Kids' TV,8.5,Pilar Pascual,12,6,2019,0,2
TV Show,go! live your way,Not Given,Argentina,2019,TV-PG,Kids' TV,8.6,Pilar Pascual,10,6,2019,0,2
TV Show,go! live your way,Not Given,Argentina,2019,TV-PG,Kids' TV,8.4,Pilar Pascual,8,6,2019,0,2
TV Show,go! live your way,Not Given,Argentina,2019,TV-PG,Kids' TV,8.3,Pilar Pascual,7,6,2019,0,2
TV Show,go! live your way,Not Given,Argentina,2019,TV-PG,Kids' TV,7.8,Pilar Pascual,6,6,2019,0,2
TV Show,go! live your way,Not Given,Argentina,2019,TV-PG,Kids' TV,8.0,Pilar Pascual,7,6,2019,0,2
TV Show,go! live your way,Not Given,Argentina,2019,TV-PG,Kids' TV,8.1,Pilar Pascual,7,6,2019,0,2
TV Show,go! live your way,Not Given,Argentina,2019,TV-PG,Kids' TV,8.3,Pilar Pascual,8,6,2019,0,2
TV Show,go! live your way,Not Given,Argentina,2019,TV-PG,Kids' TV,8.8,Pilar Pascual,9,6,2019,0,2
TV Show,go! live your way,Not Given,Argentina,2019,TV-PG,Kids' TV,8.5,Pilar Pascual,11,6,2019,0,2
TV Show,neon genesis evangelion,Not Given,Japan,1995,TV-MA,Anime Series,8.5,Megumi Ogata,68559,6,2019,0,1
TV Show,shooter,Not Given,United States,2018,TV-14,Crime TV Shows,7.5,Ryan Phillippe,36802,6,2019,0,3
TV Show,the casketeers,Not Given,New Zealand,2019,TV-14,International TV Shows,7.4,Kaiora Tipene,472,6,2019,0,2
TV Show,the confession tapes,Not Given,United States,2019,TV-MA,Crime TV Shows,7.5,David Burns,5428,6,2019,0,2
TV Show,fate/zero,Not Given,Japan,2012,TV-MA,Anime Series,8.2,Ayako Kawasumi,13062,6,2019,0,2
TV Show,kill la kill,Not Given,Japan,2014,TV-MA,Anime Series,7.9,Ami Koshimizu,14244,6,2019,0,1
TV Show,puella magi madoka magica,Not Given,Japan,2011,TV-14,Anime Series,8.2,Aoi Yûki,9674,6,2019,0,1
TV Show,somewhere only we know,Not Given,China,2019,TV-MA,International TV Shows,7.3,Chao Zhang,176,6,2019,0,1
TV Show,unit 42,Not Given,Belgium,2017,TV-MA,Crime TV Shows,6.9,Patrick Ridremont,2473,6,2019,0,1
TV Show,awake: the million dollar game,Not Given,United States,2019,TV-PG,Reality TV,5.9,James Davis,803,6,2019,0,1
